term,sentiment
sas,0
sar,0
Flojas,0
saw,-1.0
konmaz,0
sau,0
nykp,1
janieeelove,0
Murakami,0
mfarizmf,0
privasi,0
somethings,-1
swjj5,0
note,2.0
Important,0
nota,0
CEST,0
HabsahHubby99,0
httptconbTo2CWmf3,0
faalsa,0
Sniper,0
httptcoJus9vXhZY9,0
FrankMaglin,1
handing,0
httptco7jY8NyD7Is,0
ADALAH,0
kontol,0
knew,1.0
Cuidado,0
httptcomw5Bgb6QdT,0
tmasahide,0
uncertainty,-1
merece,0.0
ynabe39,0
pages,-1
berlarilah,0
specialone76,1
saln,0
sala,1.0
SENDIRI,0
sale,0
ascendern,0
sodas,1
batik,0
Minajs,0
maldad,0
batin,0
berkunjung,0
httptcoeXetqGbxPI,0
sakitT3kaT3ki,0
Telefondaki,0
salt,0
Kumaha,0
olduunu,0
httptcogboNquL1rg,0
lautan,0
dizia,0
teeehultah,0
mengimamkan,0
pelacur,0
httptcoUM2LyvYfnb,0
mijikawa0305,0
primavera,0
hahachristinelusiad,0
jepsen,0
yuwonocahyo,1
mknya,0
Paulyy16,0
catrific,-1
Wants,0
slow,0
smangat,0
ElGrata,0
530dima,0
applausebaby,-1
SantosoOink,0
going,1.0
48pooh,0
anaruvalcaba,0
intermitence,0
KiyahOvaHoes,0
casita,0
httptcov1jBNst1Ea,0
beatles,0
httptcoeoPlyHqYz5,1
welcomeTweet,1.0
goodluck,-2.0
XII,0
mantaps,0
upacara,0
ngerasain,0
httptcohu1NgqS2P3,0
httptcoC5V5YeQkPw,1
outlet,0
sophlauricella,1
reyna,0
Bangalore,0
JcZaRan,0
faceine,0
omnipresente,0
prima,0
shoppingRecommended,1
artist,3.0
garagara,0
primo,0
Huhubels,0
borrow,1
STYLE,0
jasperjwzhotmailcom,0
skyline,0
Manchester,-1.0
Eight3819J,0
mecbur,0
Lowndes,0
where,0
CRAVING,0
VinceeentB,1
sirens,1
ltimos,-1
3rdBAP,0
shaunyyz,0
httptcoor0EXVWdnY,0
TEPATINTEEL,0
bizim,0
perwtasari,0
bayfm,0
gangster,1.0
Dferlante,0
Geviitoo,0
seniacherie,0
ojitos,-1
Voedselbank,0
Enjoying,0
httptcocTIhzREJzn,0
HERPES,0
Bollekinna,0
60pt,0
sosial,0
Comandante,0
mamalon,0
yaseee,0
Ohwadask8,0
Baju,0
AndrysBO,0
detailsDom,0
dimatpel,0
Retour,0
VMwareHybrid,1
poopa,-1
comp,0
Baja,0
drastis,1
httptcopCPZp1SVrm,0
frhnnh,0
AkutsuYuka,0
Ndi,1
domi,0
Ndk,0
itsJaneOineza,0
jobs,1.0
seharusnya,0
susur,0
Nda,0
amory,0
mosquitos,0
nathancarbajal,1
thevoice,0
oluyo,0
spare,0
ayushact91,0
amore,0
likiler,0
doms,0
SALDIRIYA,0
corriente,0
Raha,0
httptcotUqfErUXQi,0
farcical,0
celebrar,0
httptcoVNqE6qIdTI,0
renertn310,0
httptcok4slwbpNwZ,0
httptcoQmfOMoXXVc,0
berikan,0
1897j,0
Superfan,0
Voila,-1
jokera,0
httptcor85wxSBx9o,0
gente,-1.0
dormiiiiiiiir,0
xixixi,0
balayabilirsin,0
meja,0
JenHasPeanuts,0
como,0
siii,0
secondss,-1
kreeg,-1
ZahirahMazalan,1
tadibeutariamaliasu,0
httptcoYkkRWzxCFx,0
snowman2s,0
lagua,0
ShamimiDahiah,1
httptcojCOED6niZk,0
httptcopRED7LtDmw,0
Wordpress,0
crev,0
eriulfah,0
KUSH,0
extinct,0
mazz552,0
Princeso,0
kebarangkalian,-1
httptcowkRdnBwl5L,0
crei,0
Edmonton,0
durum,0
FANBASE,0
raging,0.0
SMlLlNG,2.0
maaaaaaloooooooooooo,0
bolas,0
pierofootwear,0
JeanLLQ,-1
Yaraaaab,1
jasje,-1
naydever,-1
lanet,0
cuelo,0
pvrpledrank,0
shooo0327,0
Whenever,1.0
coughing,-1
creo,0
Haciendole,0
milkisu,0
httptcoi7HNkNHCmX,0
httptcoCjvQlkUMHy,0
blnje,0
MelekVeSeytan,0
breve,0
Dirumahh,0
21000102359httptcod5pAcDeg5i,0
Claudia1DHLLZN,1
missions,0
Jazeera,-1
duerman,0
newbienbc,-1
iined,0
RiskaOLVSby,0
trepam,0
trepao,0
Kda,0
Thiergow,0
Davidmikarose,1
httptcosjamKJUNaD,0
tikaaningrum,1
trepar,0
02akarikun,0
putsal,0
Paffuru,0
5600mAh,0
DIN,0
zumixzumi,0
franais,0
transgressions,-1
DID,0
DIE,0
blas,-1
leaaaaaaaaaaaaaaau,0
httptcoUIYBEjIlAa,0
DIA,0
Looking,-1.0
kakigt,0
Puuuuutewiiiii,0
ucirr,0
DIV,0
malang,1
ceritaa,0
sembunyiin,0
viento,0
NikaStewart,1
Evinovita95,1
6415,0
jajajaa,0
kaitouyuuyu,0
surveillance,0
siglo,0
jentends,0
Yersen,0
bocah,0
Caras,0
qlsldia2,0
Gelin,0
Heyyyy,0
httptcovt2r9yrNFX,0
kihara398,0
idonk,0
echarme,0
MAYBE,0
672,0
emocin,0
httptcofSfzdkAeyD,0
FennaFiene,0
cullen,0
MindyMarin,0
LibraThatsMe,0
idont,0
keithniiicole,0
caption,1
rheskyuhyun,0
poignant,1
Widiiiiiih,0
enfiestado,0
085641016100,0
NAMEs,0
MonibWWE,0
mnetmonstar,0
conviene,-1
machen,0
Loko,0
Saya,0
httptcoxzD1RZHGjL,0
hubby,2.0
Thufailisme,0
summer,1.0
215,0
ditempat,0
KidCudigtgtgtgtgtgtgtgtgt,1
AyeeAllie,0
kunjungi,0
httptcofiGEPdQdja,0
Goedkoop,0
FEDEZ,0
NightclubLas,0
219,0
Patut,0
jmpaterno,0
Pesta,0
gde,0
teroooozzzz,0
hadee,1
gdi,0
Dmana,0
JOSE,0
REGZARINK,0
yerdeyimNoktann,0
KnyaaaaanM,0
lolllll,1
taitosao2,0
Esteboner,0
nyanyi,1.0
apriliaikaa,0
ElettaSenso,0
teybow,0
AwatifWinslet,0
LUXURY,1
Anonymous,0
hacemos,1.0
httptcotwPxSITVSL,0
didumay,1
segar,0
rozaiminrazim,0
viviaannaaa,0
httptcoAmZ0pdG3qd,0
Kenapa,1.0
abcdezzz0208,0
Kenape,0
mtyi,0
Puasa,0
Habis,0
nakedgirlsnow,-1
followedx,0
gamauv,0
kurung,0
geceye,0
porcion,0
gnne,0
teuingp,0
piskolojim,0
coboyjrmovie,0
httptcoctBmE0WajH,0
Sacrificio,0
stranger,1.0
ximenafraijo,0
tremen,0
pharm,0
pole,-1
Menyayangimu,0
Doesnt,0
laprasDrum,0
offenders,-1
RESPECT,0
JARCOSTiP,0
httptcoh3DUaDv75D,0
fenerbahce,0
MikayMu,1
Perry,0
teamslimT,0
tataunya,0
Juuiga,0
nhang,0
KartunWords,0
httptcocGh2eMmREy,0
petersaysdenim,0
COQUETAH,0
melanyalonsoz,0
APPLEBEES,-1
RtYuliaRezkyMP,0
tota,0
insieme,1.0
SsAam94,0
aikoriiinn,0
noon,-1.0
nooo,1.0
gapunya,0
Merton,1
berenang,0
ddk,0
Espero,-1.0
RTririsfaustina,0
exit,0
degollado,0
Espera,0
REPAREI,0
httptcoHMbVQlgThw,0
widiwinaldi,0
power,0
NiallersPal,0
lossofspeech,0
sido,0.0
huilen,0
BatSal0827,0
kataminah,0
samtodigt,0
waddup,-1.0
httptcort3qy290Zp,0
Alfie,-2.0
Queemal,0
ofzo,0
naayeeeli,-1
Buen,0
ZAYNS,0
taran,0
stone,1
HajarQasturi,0
iyaRT,1
Ryderx,1
favorito,0
favorita,0
AhmadSltn,0
DThaHobbit,1
jhon,0
httptcoV4NwSzNTEw,0
narryswaggaro,-1
TODASSS,0
SotoColungueras,0
neighbor,0
Hoes,0
Desobeysment,0
Message,0
YeshaELF,0
jex,0
goci,0
visst,0
lilyevelynn,0
quejarme,-1
ryanlouis,0
Gwapo,0
burning,0
BerniiTeglia,0
SweetTexts1,0
Polaroid,0
DeaAnjani,0
delladastianip,0
TShirt,0
makazeh,0
katuron,0
memmo12kok,0
ayuda,2.0
hypnotist,0
httptcoDzZ2yllqDg,0
bualiramadan,0
DeuLonHill,0
nasseral3nzy,0
THEgingerdude,1
ditangkap,0
httptcog7078guJOb,0
rough,0
Foam,0
3BATH,0
Collection,0
iNotBlur,0
CONGRATSARE,0
Allooooooo,-1
mabanziTNatalieM,0
italia,0
odbija,0
Aqui,0
munirah,0
bahwaaku,0
EMBELLECER,0
sebz,0
wohoho,0
jasssmoney,-1
quentinho,-1
sampeeee,0
complete,0
Tigger,0
PCPKLover,0
takliti,0
mics,1
AikaSoumi,0
completo,0
tuhhahahor,0
httptcovaooct39Ng,0
DdddddDd,0
Kayaknya,0
agk,0
sattm,0
Paulthedr,0
mica,0
Hoam,0
Rossco47,0
Bua,0
httptcoMhqbi2rRG1,0
Kutuk,0
ihtiyac,0
LaMeufDeHarry,0
flirt,0
RTapinxne,0
jiwa,0
AlexTorresG97,0
Bue,0
Ballin,0
nadyaambarwati,0
maniss,0
Hoe,0
brotherly,1
httptcoPQlMWJZibr,0
PAYLATIM,0
Hok,0
Hoi,0
How,0.0
Hot,1.0
imaginando,-1
niggakiss,-1
uit,0
Hop,0
walks,0
Hoy,0
betawi,0
clarissalaurenc,0
manteeep,0
prjuangn,0
nurkekwat,-1
langsung,0
jernak,1
1115,0
someones,0
Ceritalah,0
sangka,0
indah,0
okvv,1
pedir,-3.0
Wide,0.0
kwajo,0
Alex,-1.0
mikir,0
bajakRskifbrianti,0
pierden,-1.0
httptcoK2ueCmP0Qw,0
gifts,-1.0
mitsuba968,0
SheeRatchettt,-2.0
ThatDudeTy,1
pierdes,-1
hombrecito,0
abilgumariss,0
Fordham,-1
Etsin,0
httptcoF1iUj0rR24,1
rebyu,2.0
EASTER,0
weyheyhedda,0
immagine,0
3SPMBPTAIN,0
estinedewi,0
Street,0
notcute,1
presidenta,0
7nkc,0
PSMS,0
SnapchatRat,1
mabubuo,0
Dipset,0
Chistes,0
1981eko,0
WAO975,-1
MoonbluesKJS,0
asdlghfdsgsd,0
Itulah,0
httptcoE3BBW5CRKe,0
noies,0
tours,1
kamiyu6,0
Apakah,0
Eai,0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,0
httptcoayTAcOardx,0
HBerktaas,0
jamaica,0
Barbara,0
httptcoIIUz5SegDV,0
mcbt157,0
Pegel,0
4MotivosParaSorrir,0
dyaheka29,0
mksudmukalongol,0
morganoey,0
solicitudes,-1
Eat,0
Acabaron,-1
coordinados,0
Savals,1
NamwJihyun,0
Jiwa,0
BreendRmz,0
ats0221,0
Dante,0
Precision,-1
kreedom,0
RandomThought,1
BlockbLMH,0
cerdo,0
strana,0
mando,0
strand,0
chyntiataya,0
peor,0
stacee182,0
jasonleong,-1
httptcopLgzoGavW0,-1
dunk,0
nicovideo,0
Nagbago,0
httptcotbIvzbDI0X,0
Inaantok,0
satonakaoniku,0
lauu,0
AngelKarundeng,0
dibeli,0
HAWMWARK,0
provar,-1
httptcoIMyRRtuKdU,0
annec294,1
freakin,1
atrillas,0
Podobaj,0
wefy21,0
hice,0
iChessska,-1
httptcoqA51iD2KJC,0
phoelosophoe,1
Perkawinan,0
PICT,1
Wahidung,0
heci770,0
IndianTellyAwards,0
xelifdag,0
ran1a1a,0
sadarlah,0
RTedtDonitaAN,0
ntp,0
fucks,0
Massager,0
menambah,0
DQN,0
adversidades,1
Cape,0
Senbatsu,0
Capa,0
fucka,0
hingga,0
Sndirimu,0
diaahptr,0
LoveNightlock,0
ItsFunnyLife,0
rickyhsapu,1
bloggers,1
glice,1
DESDE,0
Suede,0
IIevieII,0
Ainda,-1
widynto,0
buzzing,1
mariaca06,0
httptcoBdQT1nJ2FH,0
20lbs,0
Clarathania,0
machiasobi,0
miracle55,0
kendime,0
stabilisce,0
ingusan,0
yasearmo,-1
Arashist152,0
aangesluit,0
tdak,0
social,0
httptcoam8s,0
rivandijemur,0
Bangunkan,0
dreamteam,0
sweetness,1
BandarHabob,0
httptco17onrdtyOY,0
240,0
DonDatos,0
via,0
noitinha,0
vid,0.0
vie,0
LibertasChoirSA,0
vin,0
vio,0
UkissAlexia,0
vim,0
escuchan,0
suirastafara,0
vip,-1
vit,0
viu,0
dnya,0
onsda,0
Ahk,0
jayaala,0
career,0
Perghhh,0
diesact,0
wuuh,0
tratranquila,0
0kaiDoaho,0
daddycomcast,-1
farvi,0
Benalmadena,0
conocer,0
conoces,-1.0
Jagoan,0
conocen,-2.0
httptcosPVwzgzfFU,0
kkkkkkkkkk,0
whooole,1
Romany,0
0403Gm,0
Stew,0
teen,-1.0
ANNIVERSAIRE,0
teel,0
molestarte,-1
httptcogtk6VeSRMb,1
newtonium000,0
ayaabcz,0
Toplants,0
Lang,0
datang,0
BoeVyntage,0
rudeness,0
IamArianne28,1
ulin,0
ciyuussenelan,0
lotsa,0
MeninoDeRua01,0
kupila,0
MalaSuerteChuy,0
ddddd,0
TEEEEEZ,0
malu,0
Plane,0
DanarSB,0
klu,0
mall,0
klw,0
MTOWN,0
triedA1,1
kls,0
Mdr,0
Mds,0
Nourk,0
male,2.0
aams9,0
klz,0
TFBJP,0
ngeden,0
salto,0
Heeh,0
JuanyOlvera,-1
httptcoHZTxsii4oP,0
pelado,0
jeronteng,0
WeLoveDemi69,0
Cherry2332,0
ItsMyBucket,1
RS5,0
dress,1.0
Hidden,0
decepcin,0
ArianaGrande,1.0
httptcomCGslro74Q,0
bilangika,0
EthanEdward,0
Larriooon,0
httptcoJfr7rs4IkX,0
kirainDninikCHAN,0
freshly,0
523Tatsu,0
atitelut,0
underage,0
ajasi,0
winnerrrr,0
bulusalim,0
akcji,0
rsvp5657,0
httptcougYudam0zO,0
plans,1.0
deitar,0
amandajmichel,1
okulda,0
stupide,0
Laying,-1
utanmam,0
bejibun,0
ochten,0
plane,0
hatetolove,0
Figueroa,0
AcevedoSeba,0
cewe,0
plano,1
plank,0
100109,0
snotty,-1
rickyrozay,0
bogor,0
hikarin0511,0
jimmyfallon,-1
frescura,0
broadcasting,0
Aiyo,0
caballero,0
GGwwwwww,0
ito,0
paes2001,0
sooyoungA,0
ilfaniauliya,0
reminded,0.0
itd,0
videooo,0
confirm,1.0
trade,1.0
mamtnaaa,0
attitude,0
teuku,0
lavaboda,0
jfreshakarico,0
tlng,0
itu,0
its,7.0
tobogn,0
digan,0
alle,0
licks,0
indahpurwanti,0
alla,0
sanisansan,0
Severooooooooo,0
continued,0
Grey,0
alll,1
alli,1.0
perasaanku,0
allt,0
LaFabsCobain,0
comune,0
piercetheaylin,-1
httptcoH1ehWIjR6C,0
MAYO,1.0
buys,0.0
birisi,0
COLLECTION,0
kbye,0
bigball,0
HaniezBain,0
Duro,0
bulkybridget,1
respira,0
EqaHRH,0
actitudhombros,0
DEWmayer,0
widhianaNK,0
Adeyy,0
AisyahAzmi,0
gumawa,0
heula,0
buatku,0
FSunday,0
belginylmaz7,0
mukamu,0
1am,0
CamillaVanilla7,1
Busco,0
ranidapreem,0
httptcohAfODjlc3K,0
england,-1
campeones,0
Zone,0
soyou,-1
6ty9,0
chuffed,1
nossa,0
tonite,0
BAHAGIA,0
RandyRMQ,0
AldoosryShwish,0
djcarnage,1
tweetiekate,1
agrd,0
Team,0
really,0
Feryi23,0
BUENO,0
ftt,0
ooohhhhhhhhhhhhhhhhh,0
moimoisam,0
Pepatah,0
1day,0
Cansadadsk,0
httptcoCWOwqkL9QB,0
ranaone38,0
pasebandotcom,0
Wtf,-2.0
Dios,0
Mkasih,1
tikyus,0
Class,0
fto,1.0
youHurt,-1
ritira,0
Toyota,0
IU,0
vleagueonGNTV,0
drives,0
psvcopath,0
needmoney,0
symphony7kanata,0
CubeJRoyal,0
ArturoMacra,0
bonita,0
II,0
skolax,0
TBS,0
Thepprasit,0
TBT,1
asylamarie,1
TBH,0
skolah,0
shotat915,0
loveejasminn,1
WOOLA,0
sekedar,0
Juelz,0
httptcopQ7WYH4zAr,1
major,0.0
bonito,0
Lumumbashi,0
kibarkan,0
saaiiik,0
menyonyo,0
Gitar,0
Georgia9913,1
LINEw,0
pachecomateo,0
kobe,1
ngertine,0
Laannaa12,0
4438,0
berbuat,0
Cosmo,-1
occhiverdiuna,0
hott,0
LOKO,0
ayeeitsice,0
superover,0
Sunny,1.0
Serem,0
httptcoNHuMdGfpcU,1
Gettingg,0
rodillas,0
devlet,0
hota,0
rezharr,0
tenho,0
hotk,0
pRahmadsptiajhie,0
Relaxa,0
iUnbrokenMahone,0
Currently,0
jenange,0
RandyAyubii,0
PowerShot,0
httptcoJBTQDm3l0y,0
httptco3rE0qt6NDv,0
SESLEND,0
JerryFra,0
httptco7PJoma4szk,0
orkut,-1
httptcopHeIaA2I2j,0
marshies,0
OUATonFMP,0
Benzinpreise,-1
recruitment,0
allikwhite,1
httptco7nAw0BJ2VA,0
Pathum,0
vocal,1
POUVEZ,0
Hier,0
BipolarBunny,0
teriak,0
bebetbrebet,0
HmikriLalou,0
7NewsBrisbane,1
Thenickiix3,0
kuncinya,0
DebbyBruggen,0
odo,0
httptcowQdJwQDuP5,0
nihhh,0
Rhythm,0
edesim,0
ftr8036192864,0
alvieanggraeny,2.0
FonsinhoRial,0
Jumat,0
gendut,0
PICTURE,0
NORTH,0
TRENTy,-1
Buruh,0
Hannah,1.0
NORTE,0
mocchi199457,0
Ik,0
auditions,1
nagcandy,1
Persipon,0
Im,0
SadeceGALATASARAYmz,0
Peluk,0
organizado,0
dernier,0
B1A4ThPage,0
Ratatouille,-1
pertunjukan,0
rizaalfiyan,0
Tease,0
Iduuuhhpgaluhrismayanti,0
nasal,0
cgc124,0
httptcoQiOzROeCmK,0
Aozorazamurai,0
thanksdream,0
curtiram,-1
oyster,-1
danromero83,0
peaked,1
Google,0
FROM,1.0
rockeropy,0
cigarrillo,0
atusi26,0
Wifed,0
ElGuaje,0
MiRaKARA0921,0
200RT,0
prvoit,0
DaBiGOODS,0
restuu,1
YonggukNP,0
AdistyaaNA,0
gabi,1
debbytiara,0
rakyat,0
localtipster,1
Gendut,0
itsyungnino,0
httptcogTUF0yGopJ,2.0
dijatohin,0
tukar,1.0
ThomasTomas1,1
biru,1.0
willsfab,0
Suave,0
crois,0
TheVampsCon,-1
paisleyswag,-1
PhakaphongTon,0
Charleston,0
Palestine,1
Terserah,0
heresoml,1
Palestina,0
tiasitsme,0
omegle,-1.0
Kingdom,0
cuidenlo,0
blan,0
sayin,1.0
yeka,1
gambles,0
Gym,0
httptconx5DTUNt,0
WORST,0
kurieni,0
asustado,0
wayne,0
Jgnlah,0
NoeGuaman,0
AdmOd,0
Fiorentina,0
httptcoYxm6yq2H4O,0
giants,0
favoriting,0
ajijehsibotak,0
talalu,0
mugshots,-1
ileride,0
adolescente,2.0
vuelves,0
sebelum,0
wanqtanq,0
httptcoMMw05dzmaq,0
onethe,0
KazTheGroover,0
yuuki890123,0
bellaain93,0
shoutouts,1
ferragusta,-2.0
reallllyyyyy,0
Paulina,0
NadiaNabila,0
necesitas,-1
cincodemayo,0
Fusanakisei,0
bird,0
wwwwww,0
Enta3a6rQ8,0
necesitan,0
httptcopRIOPd2wfH,0
antooveron,0
neeeh,1
river,0
SalihanJamil,0
adminall,0
RealSkipBayless,-1
manger,0
posisi,0
Nanciii20,0
httptco4EMWFmTjG0,0
Gaste,-1
japgi,0
sehun9,0
ThameenaHusary,0
1letdown02kanuunchyou3nisikinamekohttptcoZTXGHQqkNC,0
gereksiizadam,0
bersaksiJadikan,0
Purnamasari15thnjakarta,0
YAlshikhy,0
ysd8kor,0
Faiza030,0
pFarizBaon,-1
Song,0
janahRizkyours,0
banamex,0
Bandeja,0
currently,-1.0
FAVORITE,0
pouvez,1
muslimah,0
Cimon,0
manzana8,0
Sonu,0
Helloimdeiona,0
rite,1.0
mudahan,0
merecem,0
raditos31,0
PF35,0
httptcoDe2jlcC6bc,0
europa,1
arsyu1love,0
sampled,1
meli0708,1
Frestea,0
Figurati,0
Suspect,0
VHaasbroek,0
Franktwiri,1
conseguite,0
httptcoMK5wRVQbqE,0
Belen,0
httptcoRnR61m6sh9,0
leo,0
necessaria,0
doonk,0
httptcobAp44IJWyD,1
AUSTIN,0
Tombs,1
yooaraw,0
troppo,1.0
Bachata,1
hellooluna,0
Stres,0
pdf,0
pde,1.0
indrayulianto7,0
load,0
loaf,0
inoueyusuke,0
frankomufc,-1
terpisahtp,0
Teddy,0
InstantTurnOn,0
000601kgkgDA,0
nencyreviana,0
Lambucios,0
Folback,0
dequinitavadela,1
feroeieirorioror,0
juanpy,0
Greatness,0
Vender,-1
Devinahihi,-1
mengundisemoga,0
EstherMcVeyMP,0
Benjamin13,0
devil,0
hjaz6555,0
Applications,0
monthly,1
joedwardtanu,0
bagiku,0
PutriDedew,0
Sumthin,0
httptcoS0gCTxLl04,0
nyengat,1.0
9131,0
drogas,0
myname2011,-1
1DA,0
valeliva,0
edus,0
recibo,0
waybetter,0
bitchy,0
ginger,1
cuartos,0
httptcoFuS6G9uFJk,0
looooovekitty,0
chegadejuizladro,0
dollynhodicas,0
httptcoIlpcdoYLVZ,1
Didnt,-1.0
yukine1020,0
Ola,0
balqiszaqilah,0
Old,0
Ole,-1
lyxiga,0
httptcownOFQSIZXQ,0
yamuruna,0
mlk,0
Colt,0
kfsjmgyft2,0
mlo,0
melayan,0
mlm,0
receive,3.0
DayatKewcik,0
soporto,-1
mlt,0
involved,-1
kerikil,0
kissing,0
Cold,-1.0
Cole,0
robin,0
sintener,0
Cola,0
yazdlar,0
httptcoHr0XejxyVt,0
Mikky,0
galauuu,0
ArcheryTaku,0
magifuro,0
Quel,0
ducks,1.0
shawsg,0
Apean,0
GOODBYE,0
rugen,0
ayuha,0
httptco7XJGWXipvC,0
jakeatkins61,0
chase,0
MYUNGKITTYPOO,0
grandegiggler,1
Depool,0
MELODYGONGGAMB,0
queretaro,0
QWASRASDASD,0
rizkisw,0
MANIFEST,1
yobokim,0
Jagadish,0
MuneeraA,0
caigo,0
caiga,0
RTSOALKU,0
tlondon,0
Stnya,0
RTIndahAraeny,0
semoga,0
SexMightHelp,-1
XAK2Crew,0
Edan,1
cigar,1
leonzan,0
deciaamo,0
Gosling,0
httptcoaXOe4KvUGX,0
seysin,0
Francitaaa,0
AUCH,0
fingiendo,0
stack,1
worldLeo,0
habis2,0
picky,0
TreyDee23,1
bipolar,0.0
FeedeMerino,0
httptcoi5iHwcXpUf,0
picks,0.0
Talky,0
Arasy,0
httptcotlQSPzZ1CJ,0
fajaranggala,0
oferece,-1
duude,-1
RTputriipujaa,0
ndymrs,0
hayato56002100,0
kenjer,-1
HaikalRazakNAS,0
MaydiarM,0
sokArifHamzah6,0
buku,0
Laddad,0
taisazone,0
fabiobarto,0
buka,0
httptcokj5FKTtYTk,0
tipico,0
untk,0
httptco5coczYG2OD,0
buko,0
alfyaya,0
httptcoeOhv6BVv51,0
NADAAAA,0
0555020703,0
Followremaoerlando,0
httptcohzEL5u19aX,0
hyumeesj,0
whitepole,0
httptcoN44jGubxsJ,0
Nunesiee,0
PALEPIZZA,0
pram11,0
surprised,-1.0
sicle,0
1094,0
idung,0
takik678k,0
OmawiLive,0
idollove89,0
ZANNENkudasai,0
josephlodger,0
quest,1.0
ayutian28,0
hatimuMemberi,0
cbuck1988,1
lubilubiana,0
JUNIOR,0
projects,1.0
STORY,0
Ngelupain,0
corvo,0
bodyALWAYS,-1
7010syim,0
Berkostum,0
Wehh,0
vuruyorGeri,0
TooDopeTavo,1
ABCDEFwhahaHafizhMHA,0
httptcoD1hWiEROUD,0
KiwiKat70,1
funnie,-1
KANN,0
mlawak,0
Pewds,0
SHINHWA,0
Andi,0
IMAGEN,0
KANG,1
Adanya,0
persoonlijk,0
Anda,0
ashleehenriques,0
TwitAAbot,0
yazarim,0
molina,1
KuwtRT,0
Bercakap,0
dexters,0
LalaAshxx,0
calienteLe,0
httptcoHuL3u6D5jL,0
aquela,0
nggowonen,0
beyinleri,0
Indireectas,0
httptcozEGbYJ8dSR,0
mummy,0
JDa,0
religion,2.0
diegosarh,0
COURTNEY,0
uyanyom,0
httptco9wKyJgWWDq,0
temple,1
Ngadem,1
apapun,0
nisaaraap,0
Luckett,0
httptcojSwNu9Huwo,1
jahe,0
manapi1234567,0
kupraanuur,0
llamas,0
Entrate,-3.0
httptcorkirra8hpL,0
BugnGnlerdenAK,0
Nog,0
noviiladiesta,0
nowhere,1
chauknow,0
Karel,0
Pack,0
juvenil,0
daltonsito,0
curtate,0
netflix,0
Garchamos,-1
Sellnov,0
3bdoShahin,0
NameferNy,0
ReginaKalhawy,0
httptcoTqA5bvwl6a,0
BasnikEl,0
Forums,0
peach15,0
dialeddialed,-1
Servinio2,0
Buona,0
kimsen,0
Leder,0
maisfollowerscombr,0
httptcogdHbLejWxU,0
disaatmengasuhku,0
cheekopiedad,0
51823Native,0
servers,0
Dzahell,0
fxgaya,0
Yani,0
Giac,0
patawarin,0
ACHEI,0
Ledeh,0
justcallmeDINI,0
haih,1
spending,0
subtotal,1
guanton,0
submit,0
00j5,0
httptcoM9KwFZm1Oz,0
Nobodys,0
addicting,0
SaraynSultanlar,0
atras,0
ShikeDvddy,1
TeamSleepyAfButImNotGonnaGoToSleepCauseImAMotherFuckinThugAssNiggaAndIfYouReadThisLongAssHashtagYouAThugAssNiggaTooSoRetwe,0
darkopb,0
blueprint,0
httptcoQ7sc0lReXS,1
Babys,0
comunion,0
traigan,1
tercapai,0
doi,0
septabunga,0
mengorbankan,0
ArzbergRthenbach,0
Salut,0
gajenya,0
Rebeccaolga,0
FAC7S,0
alara,0
Office,0
kayong,-1.0
dautres,0
Offici,0
Africa,0
Diamonds,0
Jersey307,0
Bakit,0
aggiungo,0
JaxonBieber,-1
sofralarda,0
httptcovzPvTkz9aR,0
GDI,0
TheKiranaKiKi,0
badanku,0
Beliebers,0
consumed,0
firdausalif12,0
kejarkejaran,0
RosalieHTFR,0
tw3rkah0ntass,0
mrfamson231,0
2013Aieed,0
THolland9,0
snugglebuggle,1
Selangor,0
httptcoA6xOfiTZtX,0
httptcovZD22QCIjr,0
tari,0
swiftpic,0
Iyaaaaa,0
LouiseAThompson,1
sonnePer,0
tara,0
edwards,0
anggunqisti,0
meskipun,0
KenfromTk,0
carrera,0
Cudi,1
janggal,0
heisstes,0
kalahhilang,0
gamauu,0
EXOFact,0
httptcoUfjrQ6dVtH,0
LickSoftly8x,1
temor,-2.0
raped,1.0
Organic,0
WasangaMayhem,1
httptcoh1bhHoBGYq,0
occurred,-1
ringoame0614,0
dcouverte,1
httptcoF1xLjTeGLm,0
Derby,0
CAGUEI,0
hajzzz,0
coi,0
temon,0
PtrRegina,0
Fitriarianti8,0
ago,0
PelinSelcuk,1
doshisha,0
QueBueno,-1
gondo,0
espegl92,0
age,-1.0
nagsinungaling,0
Haseum,0
makeachange,0
algo,0
tohaf,0
agy,0
BabyDoll612yuri,0
BLAST,0
iuhauihea,-1
azamrameli,0
nggawe,0
hhhhkr347,0
JoriSherrill,-1
kurotow,0
sotired,0
todoa,0
JERIK,0
Intan,0
keziarumate,0
gossip,1
Tarayyyy,0
waraineta,0
chillin,1
parralellagram,0
EsterPinvises,0
BrigitteBoggiee,0
Pathetic,0
CLTHCo,0
lola352,0
concerned,1
1145,0
httptcooTtV1TmHkZ,0
namaznda,0
Glass,0
BecerraMora,0
TIGRES,0
gacho,0
sinabi,0
untilYou,-1
byrp,0
postings,-1
tkla,0
brightsid3,1
naokiyuki,0
aprend,0
Holland,0
goyang,0
httptcojoKqxhlsOL,0
nihmimin,0
continuer,0
continues,-1
Buyuklerin,0
httptcoiGq8dNzmZx,0
einestages,0
xxxFadhilahAlia,0
bloda,-1
hibernasiii,0
lomba,0
sihya,0
Iqd,0
